Match,Player,Team,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
BALresults/lfMdAVLP.csv,Adekoya J.,KWA,12,2,0,17:50,3,6,1,2,2,4,4,4,6,0,2,3,0,4,0,1,0
BALresults/lfMdAVLP.csv,Thiam M.,KWA,11,0,1,21:17,4,8,3,5,1,3,2,3,-1,0,0,2,2,0,0,0,0
BALresults/lfMdAVLP.csv,Chinyelu R.,STA,10,7,1,19:40,5,8,5,8,0,0,0,0,-2,6,1,3,1,2,2,0,0
BALresults/lfMdAVLP.csv,Ezeh V.,KWA,10,2,1,21:04,4,11,3,6,1,5,1,2,-1,0,2,1,1,2,0,0,0
BALresults/lfMdAVLP.csv,Mordi J.,KWA,8,4,5,21:58,3,6,1,3,2,3,0,0,16,0,4,4,1,0,0,0,0
BALresults/lfMdAVLP.csv,Brigeforth B.,STA,6,7,1,13:52,3,4,3,4,0,0,0,0,5,2,5,1,0,2,0,0,0
BALresults/lfMdAVLP.csv,Kolawole M. A.,KWA,6,5,2,16:27,3,9,3,7,0,2,0,0,-18,2,3,0,0,3,0,0,0
BALresults/lfMdAVLP.csv,Keita M.,STA,5,1,1,14:45,2,5,1,2,1,3,0,0,-3,0,1,2,0,2,0,0,0
BALresults/lfMdAVLP.csv,Amayo K.,STA,4,2,4,27:12,2,11,2,6,0,5,0,2,11,2,0,3,4,5,0,0,0
BALresults/lfMdAVLP.csv,Konate T.,STA,4,2,0,16:29,1,4,1,2,0,2,2,2,0,0,2,1,1,0,0,0,0
BALresults/lfMdAVLP.csv,Keita M.,STA,3,2,5,23:49,1,6,1,3,0,3,1,1,3,0,2,3,1,2,0,1,0
BALresults/lfMdAVLP.csv,Monyyong R.,KWA,3,7,1,25:18,0,3,0,3,0,0,3,8,-11,5,2,3,0,3,0,0,0
BALresults/lfMdAVLP.csv,Pare M.,STA,3,1,1,9:18,0,4,0,3,0,1,3,4,-1,0,1,2,0,0,0,0,0
BALresults/lfMdAVLP.csv,Akpejiori A.,KWA,2,2,0,6:30,0,0,0,0,0,0,2,2,-3,0,2,2,0,1,0,0,0
BALresults/lfMdAVLP.csv,Mohammed V.,KWA,2,7,2,12:13,0,3,0,3,0,0,2,4,5,4,3,0,1,3,0,1,0
BALresults/lfMdAVLP.csv,Nyemeck K.,KWA,1,3,0,12:32,0,3,0,3,0,0,1,2,-4,2,1,2,0,0,0,1,0
BALresults/lfMdAVLP.csv,Conteh S.,KWA,0,1,1,2:54,0,1,0,1,0,0,0,0,-4,0,1,1,0,1,0,1,0
BALresults/lfMdAVLP.csv,Kareem A.,KWA,0,1,0,9:46,0,0,0,0,0,0,0,0,-10,0,1,2,0,1,0,0,0
BALresults/lfMdAVLP.csv,Oriakhi M.,KWA,0,1,3,8:44,0,1,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0
BALresults/lfMdAVLP.csv,Traore N.,STA,0,1,0,3:33,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0
BALresults/lfMdAVLP.csv,Wilkins J. W.,STA,0,1,1,8:41,0,2,0,2,0,0,0,0,-7,1,0,4,0,2,0,0,0
BALresults/lOmha5DO.csv,Bile C.,ABI,24,5,1,19:12,7,12,4,7,3,5,7,8,10,2,3,1,0,1,0,1,0
BALresults/lOmha5DO.csv,Anthony W. J.,KWA,15,3,1,20:16,4,9,3,4,1,5,6,8,6,1,2,2,0,2,3,0,0
BALresults/lOmha5DO.csv,Mordi J.,KWA,14,14,6,31:18,4,10,1,7,3,3,3,5,-6,4,10,2,2,1,0,0,0
BALresults/lOmha5DO.csv,Robinson A. D. J.,ABI,13,2,5,30:06,5,10,2,5,3,5,0,0,-6,0,2,2,1,1,0,1,0
BALresults/lOmha5DO.csv,Adekoya J.,KWA,12,4,2,24:01,3,9,1,1,2,8,4,4,-2,1,3,1,1,1,0,1,0
BALresults/lOmha5DO.csv,Oriakhi M.,KWA,10,7,2,28:29,5,11,5,6,0,5,0,0,3,2,5,0,0,2,0,1,0
BALresults/lOmha5DO.csv,Fofana M.,ABI,9,4,0,19:47,4,8,3,4,1,4,0,0,-13,0,4,3,0,0,0,1,0
BALresults/lOmha5DO.csv,Harouna A.,ABI,9,6,1,29:35,2,16,1,9,1,7,4,7,-16,1,5,2,2,3,1,1,0
BALresults/lOmha5DO.csv,Monyyong R.,KWA,9,8,1,35:52,3,4,3,4,0,0,3,8,5,4,4,5,0,3,2,1,0
BALresults/lOmha5DO.csv,Kra U.,ABI,8,2,4,16:02,3,5,3,5,0,0,2,2,11,0,2,4,6,0,0,0,0
BALresults/lOmha5DO.csv,Ezeh V.,KWA,6,5,1,18:32,2,6,1,3,1,3,1,1,1,0,5,4,0,5,0,0,0
BALresults/lOmha5DO.csv,Obekpa C.,ABI,6,7,2,25:58,2,3,2,3,0,0,2,2,-1,3,4,5,1,2,0,0,0
BALresults/lOmha5DO.csv,Kolawole M. A.,KWA,4,1,0,7:16,2,4,2,2,0,2,0,0,0,1,0,1,0,2,0,0,0
BALresults/lOmha5DO.csv,Konate S.,ABI,4,4,2,25:58,2,8,2,3,0,5,0,0,12,0,4,3,0,2,1,0,0
BALresults/lOmha5DO.csv,Kone F.,ABI,4,1,0,11:31,1,1,0,0,1,1,1,2,18,0,1,1,2,0,0,0,0
BALresults/lOmha5DO.csv,Thiam M.,KWA,4,1,2,12:45,1,4,1,2,0,2,2,2,-1,0,1,0,0,2,0,0,0
BALresults/lOmha5DO.csv,Kone M.,ABI,2,2,1,12:38,1,5,1,4,0,1,0,0,6,1,1,3,0,1,2,1,0
BALresults/lOmha5DO.csv,Mohammed V.,KWA,2,2,1,7:15,1,2,1,2,0,0,0,0,-5,1,1,0,2,0,0,0,0
BALresults/lOmha5DO.csv,Akpejiori A.,KWA,0,0,0,1:21,0,1,0,1,0,0,0,0,-10,0,0,0,0,0,0,1,0
BALresults/lOmha5DO.csv,Conteh S.,KWA,0,2,1,10:24,0,3,0,2,0,1,0,0,-8,0,2,1,0,3,0,0,0
BALresults/lOmha5DO.csv,Ighovodja J.,ABI,0,1,0,5:01,0,2,0,0,0,2,0,0,-5,0,1,0,0,0,0,0,0
BALresults/lOmha5DO.csv,Nyemeck K.,KWA,0,1,0,2:31,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
BALresults/lOmha5DO.csv,Sylla H.,ABI,0,0,0,4:12,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
BALresults/lxTQD4SH.csv,Roebuck Jr. G.,CIT,28,11,2,37:04,12,18,10,15,2,3,2,7,2,2,9,0,0,3,0,1,0
BALresults/lxTQD4SH.csv,Omot N.,ALA,17,7,1,20:30,5,11,3,6,2,5,5,5,25,2,5,1,3,6,0,0,0
BALresults/lxTQD4SH.csv,Jones F.,CIT,15,4,0,28:01,5,15,3,11,2,4,3,3,2,0,4,3,3,0,0,3,0
BALresults/lxTQD4SH.csv,Justice J.,CIT,11,2,2,27:12,4,11,3,5,1,6,2,2,-16,0,2,0,2,6,0,0,0
BALresults/lxTQD4SH.csv,Oraby O.,ALA,10,10,0,21:27,4,6,4,6,0,0,2,2,12,2,8,3,0,1,2,0,0
BALresults/lxTQD4SH.csv,Sarhan M.,ALA,9,4,0,12:26,3,6,3,4,0,2,3,3,-26,1,3,0,0,1,0,0,0
BALresults/lxTQD4SH.csv,Webster C.,ALA,8,3,1,18:06,3,10,1,5,2,5,0,0,-10,1,2,2,0,2,0,0,0
BALresults/lxTQD4SH.csv,Zahran A.,ALA,7,0,1,17:09,2,6,1,4,1,2,2,2,22,0,0,4,2,0,0,0,0
BALresults/lxTQD4SH.csv,Aboelnasr M.,ALA,6,4,0,18:40,2,4,0,1,2,3,0,0,-9,3,1,2,0,1,1,1,0
BALresults/lxTQD4SH.csv,Baale F.,CIT,6,3,3,15:26,1,7,0,2,1,5,3,5,13,2,1,0,0,1,0,1,0
BALresults/lxTQD4SH.csv,Saleh E. A.,ALA,6,2,3,14:25,2,9,0,1,2,8,0,0,20,0,2,1,2,0,1,0,0
BALresults/lxTQD4SH.csv,Odeke T.,CIT,5,9,2,29:49,2,8,1,5,1,3,0,2,6,2,7,2,0,3,0,1,0
BALresults/lxTQD4SH.csv,Thompson M.,ALA,5,2,4,22:54,2,6,2,3,0,3,1,1,26,1,1,1,2,1,0,0,0
BALresults/lxTQD4SH.csv,Enabu J.,CIT,3,0,4,19:14,1,3,1,3,0,0,1,2,-3,0,0,1,2,1,0,0,0
BALresults/lxTQD4SH.csv,El Gendy A.,ALA,2,4,1,21:05,1,4,1,2,0,2,0,0,-15,1,3,2,0,1,0,0,0
BALresults/lxTQD4SH.csv,Ghedi A.,CIT,2,5,0,10:00,1,1,1,1,0,0,0,0,23,1,4,2,0,0,1,0,0
BALresults/lxTQD4SH.csv,Said S.,ALA,2,3,0,15:17,1,3,1,3,0,0,0,0,1,0,3,4,0,4,2,0,0
BALresults/lxTQD4SH.csv,Barnaba N.,CIT,0,2,0,13:33,0,2,0,0,0,2,0,0,-19,1,1,2,0,1,0,0,0
BALresults/lxTQD4SH.csv,Camara D.,ALA,0,1,0,3:16,0,2,0,0,0,2,0,0,-11,0,1,0,0,0,0,0,0
BALresults/lxTQD4SH.csv,Drileba T.,CIT,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALresults/lxTQD4SH.csv,Ismail A.,ALA,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALresults/lxTQD4SH.csv,Muhwezi I.,CIT,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALresults/lxTQD4SH.csv,Obe S.,CIT,0,0,0,3:23,0,1,0,0,0,1,0,0,-5,0,0,0,0,0,0,0,0
BALresults/lxTQD4SH.csv,Okello J.,CIT,0,2,0,13:23,0,0,0,0,0,0,0,0,-9,2,0,2,1,1,0,0,0
BALresults/lxTQD4SH.csv,Tarek M.,ALA,0,0,5,14:45,0,4,0,0,0,4,0,0,-25,0,0,0,1,1,0,0,0
BALresults/lxTQD4SH.csv,Walujjo E.,CIT,0,0,0,2:56,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0
BALresults/MBI6ISDn.csv,Crawford C.,DOU,28,6,1,36:13,8,18,4,8,4,10,8,12,18,0,6,0,1,2,0,0,0
BALresults/MBI6ISDn.csv,Boissy J.,DOU,15,7,9,25:12,5,9,3,4,2,5,3,3,7,1,6,2,1,2,0,0,0
BALresults/MBI6ISDn.csv,Lahyani F.,USM,15,5,0,28:43,5,10,5,8,0,2,5,7,-12,2,3,2,1,2,0,0,0
BALresults/MBI6ISDn.csv,Randle J.,USM,14,2,2,38:11,4,15,2,6,2,9,4,6,-16,1,1,0,2,7,0,1,0
BALresults/MBI6ISDn.csv,Ghayaza M.,USM,11,7,1,28:48,3,4,3,4,0,0,5,6,-12,4,3,2,2,1,2,0,0
BALresults/MBI6ISDn.csv,Slimane R.,USM,11,9,3,30:46,3,12,0,4,3,8,2,2,-5,2,7,5,2,5,1,0,0
BALresults/MBI6ISDn.csv,Fall S. D.,DOU,10,5,1,27:00,4,10,3,8,1,2,1,2,21,2,3,2,2,1,1,0,0
BALresults/MBI6ISDn.csv,Osei B.,DOU,9,4,1,24:23,3,8,2,7,1,1,2,5,14,1,3,4,2,4,0,2,0
BALresults/MBI6ISDn.csv,Diagne M.,DOU,6,3,0,13:14,2,4,2,4,0,0,2,3,7,1,2,4,0,1,0,0,0
BALresults/MBI6ISDn.csv,Ndiaye B.,DOU,6,5,0,15:07,3,7,3,6,0,1,0,0,6,3,2,3,1,2,0,1,0
BALresults/MBI6ISDn.csv,Bouallegue A.,USM,4,1,3,19:55,2,6,2,2,0,4,0,0,-9,0,1,4,0,0,0,0,0
BALresults/MBI6ISDn.csv,Thomas I.,USM,3,1,0,19:51,1,5,0,3,1,2,0,2,-11,0,1,5,0,2,2,0,0
BALresults/MBI6ISDn.csv,Chouaya L.,USM,2,1,2,13:17,1,3,1,1,0,2,0,0,-14,0,1,1,2,2,0,0,0
BALresults/MBI6ISDn.csv,Ochereobia M.,DOU,2,7,1,26:46,1,2,1,2,0,0,0,0,9,4,3,4,1,5,0,1,0
BALresults/MBI6ISDn.csv,Abass C.,USM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALresults/MBI6ISDn.csv,Addami A.,USM,0,0,0,2:38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
BALresults/MBI6ISDn.csv,Chennoufi Z.,USM,0,2,1,11:24,0,3,0,0,0,3,0,0,-1,0,2,3,1,1,0,0,0
BALresults/MBI6ISDn.csv,Dienf M.,DOU,0,0,0,0:30,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0
BALresults/MBI6ISDn.csv,Diop M.,DOU,0,1,0,16:47,0,2,0,1,0,1,0,0,-7,0,1,2,0,0,0,0,0
BALresults/MBI6ISDn.csv,Mahemli H.,USM,0,0,0,1:20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
BALresults/MBI6ISDn.csv,Marnaoui O.,USM,0,0,0,5:07,0,1,0,0,0,1,0,0,-7,0,0,0,0,1,0,0,0
BALresults/MBI6ISDn.csv,Ndour A.,DOU,0,4,5,14:48,0,3,0,3,0,0,0,0,9,1,3,1,1,2,0,1,0
BALresults/MmUAnSTI.csv,Graham D.,REG,16,12,2,34:27,5,11,5,8,0,3,6,10,14,1,11,3,1,4,2,1,0
BALresults/MmUAnSTI.csv,Adekoya J.,KWA,15,4,0,29:21,5,12,2,5,3,7,2,2,-3,2,2,2,2,1,0,1,0
BALresults/MmUAnSTI.csv,Thomas C.,REG,14,5,5,31:20,5,11,3,6,2,5,2,2,11,3,2,2,2,1,1,0,0
BALresults/MmUAnSTI.csv,Filer A.,REG,10,3,6,34:51,4,9,3,5,1,4,1,2,17,0,3,2,1,3,0,0,0
BALresults/MmUAnSTI.csv,Anthony W. J.,KWA,7,3,0,23:17,3,8,3,5,0,3,1,2,-15,2,1,2,1,5,0,1,0
BALresults/MmUAnSTI.csv,Kambuy P.,REG,7,12,1,22:31,2,6,2,6,0,0,3,4,14,2,10,4,1,3,4,1,0
BALresults/MmUAnSTI.csv,Ndayisaba D.,REG,7,3,4,17:56,3,9,2,3,1,6,0,0,17,1,2,0,1,0,0,0,0
BALresults/MmUAnSTI.csv,Mordi J.,KWA,6,5,3,22:31,2,3,2,3,0,0,2,2,-11,0,5,4,4,3,0,0,0
BALresults/MmUAnSTI.csv,Monyyong R.,KWA,5,7,4,26:32,1,7,1,4,0,3,3,6,-4,3,4,2,0,3,2,2,0
BALresults/MmUAnSTI.csv,Nshobozwabyosenumukiza J.,REG,4,3,1,12:44,2,7,2,3,0,4,0,0,3,2,1,1,3,1,0,0,0
BALresults/MmUAnSTI.csv,Hagumintwari S.,REG,3,4,1,17:53,1,5,1,3,0,2,1,2,4,0,4,1,1,0,0,0,0
BALresults/MmUAnSTI.csv,Nyemeck K.,KWA,3,5,0,18:04,1,4,1,4,0,0,1,2,-2,1,4,4,0,0,0,1,0
BALresults/MmUAnSTI.csv,Akpejiori A.,KWA,2,1,0,5:51,1,2,1,2,0,0,0,0,-3,0,1,3,0,0,0,0,0
BALresults/MmUAnSTI.csv,Ezeh V.,KWA,2,5,3,21:38,0,11,0,6,0,5,2,2,-12,2,3,0,1,1,0,0,0
BALresults/MmUAnSTI.csv,Kareem A.,KWA,2,1,1,9:21,1,2,1,2,0,0,0,0,2,0,1,1,1,0,0,0,0
BALresults/MmUAnSTI.csv,Kolawole M. A.,KWA,2,3,0,14:50,1,9,1,7,0,2,0,0,-13,1,2,1,0,3,0,1,0
BALresults/MmUAnSTI.csv,Mohammed V.,KWA,2,3,0,7:40,1,4,1,4,0,0,0,0,-8,2,1,2,0,1,0,0,0
BALresults/MmUAnSTI.csv,Niyonkuru P.,REG,2,0,0,3:18,1,1,1,1,0,0,0,0,-5,0,0,0,0,1,0,0,0
BALresults/MmUAnSTI.csv,Oriakhi M.,KWA,2,1,1,11:26,1,3,1,1,0,2,0,0,-2,0,1,0,0,0,0,0,0
BALresults/MmUAnSTI.csv,Kamka-Chomke U.,REG,1,1,1,15:23,0,2,0,1,0,1,1,2,6,0,1,4,1,1,1,0,0
BALresults/MmUAnSTI.csv,Conteh S.,KWA,0,1,0,9:29,0,4,0,3,0,1,0,0,-9,0,1,0,0,2,0,2,0
BALresults/MmUAnSTI.csv,Habimana N.,REG,0,0,1,5:09,0,1,0,0,0,1,0,0,-2,0,0,0,0,1,0,0,0
BALresults/MmUAnSTI.csv,Prince M.,REG,0,0,0,2:20,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
BALresults/MmUAnSTI.csv,Shyaka O.,REG,0,0,0,2:08,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
BALresults/MPcuXRSu.csv,Justice J.,CIT,30,5,1,38:07,11,24,7,10,4,14,4,4,-28,0,5,0,3,8,0,0,0
BALresults/MPcuXRSu.csv,Iroegbu U.,SLA,22,3,2,39:24,7,18,4,11,3,7,5,8,27,1,2,2,3,1,0,0,0
BALresults/MPcuXRSu.csv,Jones F.,CIT,20,8,3,34:07,7,17,4,10,3,7,3,5,-29,5,3,1,1,1,0,1,0
BALresults/MPcuXRSu.csv,Miller D.,SLA,20,8,10,40:00,9,14,9,12,0,2,2,6,28,0,8,2,2,6,1,0,0
BALresults/MPcuXRSu.csv,Nwabuzor M.,SLA,17,3,7,39:24,7,16,5,9,2,7,1,1,27,0,3,1,3,0,0,0,0
BALresults/MPcuXRSu.csv,Fofana I.,SLA,14,6,5,26:35,6,9,4,7,2,2,0,3,22,2,4,2,2,1,1,0,0
BALresults/MPcuXRSu.csv,Conde I.,SLA,12,10,4,28:32,6,7,6,7,0,0,0,0,16,3,7,3,0,0,0,0,0
BALresults/MPcuXRSu.csv,Barnaba N.,CIT,8,9,2,23:08,3,8,2,5,1,3,1,2,-22,4,5,2,0,1,0,0,0
BALresults/MPcuXRSu.csv,Mara M.,SLA,7,4,0,16:07,3,6,2,3,1,3,0,0,8,1,3,3,0,1,0,1,0
BALresults/MPcuXRSu.csv,Roebuck Jr. G.,CIT,7,6,3,29:22,2,10,0,4,2,6,1,4,-23,3,3,3,0,4,0,0,0
BALresults/MPcuXRSu.csv,Mabil M.,SLA,2,0,0,0:36,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
BALresults/MPcuXRSu.csv,Okello J.,CIT,2,4,1,14:27,1,2,1,1,0,1,0,0,-1,3,1,1,0,1,0,0,0
BALresults/MPcuXRSu.csv,Sompare A.,SLA,2,0,0,0:36,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
BALresults/MPcuXRSu.csv,Odeke T.,CIT,1,0,0,21:35,0,4,0,2,0,2,1,2,-22,0,0,1,0,0,1,1,0
BALresults/MPcuXRSu.csv,Baale F.,CIT,0,1,1,10:36,0,4,0,0,0,4,0,0,-11,0,1,0,0,1,0,0,0
BALresults/MPcuXRSu.csv,Bah A.,SLA,0,6,0,8:05,0,5,0,5,0,0,0,0,8,4,2,2,1,0,0,0,0
BALresults/MPcuXRSu.csv,Enabu J.,CIT,0,4,1,11:46,0,1,0,1,0,0,0,2,2,0,4,2,0,0,0,0,0
BALresults/MPcuXRSu.csv,Ghedi A.,CIT,0,1,0,6:38,0,0,0,0,0,0,0,0,-6,0,1,2,0,2,0,0,0
BALresults/MPcuXRSu.csv,Kaba A.,SLA,0,0,0,0:41,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
BALresults/MPcuXRSu.csv,Muhwezi I.,CIT,0,1,1,3:58,0,1,0,0,0,1,0,0,-5,1,0,1,0,1,0,0,0
BALresults/MPcuXRSu.csv,Obe S.,CIT,0,1,0,6:16,0,2,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0
BALresults/p4MZBrcU.csv,Goncalves L.,PET,15,9,4,23:23,5,11,3,4,2,7,3,3,37,4,5,1,3,1,0,0,0
BALresults/p4MZBrcU.csv,Hall J.,CAP,14,6,3,31:24,5,13,4,10,1,3,3,7,-36,0,6,3,1,5,0,1,0
BALresults/p4MZBrcU.csv,Dundao C.,PET,13,1,2,20:38,5,11,2,2,3,9,0,0,32,1,0,1,3,4,0,0,0
BALresults/p4MZBrcU.csv,Hollis D.,PET,13,8,2,21:46,5,7,5,6,0,1,3,3,5,2,6,3,0,2,0,0,0
BALresults/p4MZBrcU.csv,Pedro J.,PET,13,5,0,21:18,4,5,4,5,0,0,5,8,29,3,2,3,0,0,0,0,0
BALresults/p4MZBrcU.csv,Buiamba G.,PET,10,3,1,11:41,4,5,4,4,0,1,2,3,6,1,2,5,0,0,0,0,0
BALresults/p4MZBrcU.csv,Morais C.,PET,9,4,4,25:18,4,11,3,4,1,7,0,0,37,1,3,2,1,2,0,0,0
BALresults/p4MZBrcU.csv,Wade Z.,CAP,9,2,3,24:38,2,5,1,3,1,2,4,5,-21,0,2,0,0,1,1,2,0
BALresults/p4MZBrcU.csv,Gbinije M.,CAP,8,8,2,24:01,3,9,2,5,1,4,1,2,-24,3,5,3,1,4,0,0,0
BALresults/p4MZBrcU.csv,Gakou A.,PET,6,4,1,17:54,1,4,0,0,1,4,3,4,33,1,3,2,2,0,0,0,0
BALresults/p4MZBrcU.csv,Ganapamo E.,CAP,5,2,1,27:42,2,9,2,6,0,3,1,2,-30,1,1,3,1,1,0,0,0
BALresults/p4MZBrcU.csv,Majok A.,PET,5,6,4,18:42,2,4,2,3,0,1,1,2,10,0,6,4,0,6,2,0,0
BALresults/p4MZBrcU.csv,Sibanyoni N.,CAP,4,0,0,11:46,2,3,2,3,0,0,0,0,-17,0,0,3,1,1,0,0,0
BALresults/p4MZBrcU.csv,Bastos P.,PET,3,2,0,11:22,1,5,0,1,1,4,0,0,-1,2,0,0,0,1,0,0,0
BALresults/p4MZBrcU.csv,Cele S.,CAP,3,4,1,26:04,1,6,1,5,0,1,1,6,-27,2,2,1,1,2,0,0,0
BALresults/p4MZBrcU.csv,Prinsloo P.,CAP,3,5,1,27:17,1,7,0,3,1,4,0,0,-31,2,3,3,0,2,0,0,0
BALresults/p4MZBrcU.csv,Mofokeng L.,CAP,2,2,1,7:16,0,2,0,2,0,0,2,4,0,2,0,1,1,0,0,0,0
BALresults/p4MZBrcU.csv,Chime A.,PET,0,1,0,0:20,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
BALresults/p4MZBrcU.csv,Diabate M.,PET,0,6,4,15:46,0,4,0,2,0,2,0,0,6,0,6,2,0,0,1,1,0
BALresults/p4MZBrcU.csv,Domingos G.,PET,0,0,1,8:16,0,3,0,1,0,2,0,0,-1,0,0,0,0,0,0,0,0
BALresults/p4MZBrcU.csv,Hendawy S.,PET,0,3,0,3:36,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0
BALresults/p4MZBrcU.csv,Mthembu S.,CAP,0,1,0,7:42,0,2,0,2,0,0,0,0,-4,0,1,3,0,0,0,0,0
BALresults/p4MZBrcU.csv,Selepe L.,CAP,0,1,1,7:19,0,1,0,0,0,1,0,0,-5,0,1,0,0,0,0,0,0
BALresults/p4MZBrcU.csv,Whitbread D.,CAP,0,0,0,4:52,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
BALresults/QuXzOljP.csv,Thomas C.,REG,38,4,4,38:23,13,21,9,13,4,8,8,8,-2,1,3,4,1,2,0,0,0
BALresults/QuXzOljP.csv,Randle J.,USM,32,2,3,35:10,12,20,8,14,4,6,4,4,8,1,1,2,3,7,0,0,0
BALresults/QuXzOljP.csv,Filer A.,REG,21,3,2,37:44,8,15,5,8,3,7,2,4,-12,1,2,5,0,6,0,0,0
BALresults/QuXzOljP.csv,Thomas I.,USM,17,7,1,28:44,6,12,1,3,5,9,0,0,9,0,7,3,0,1,1,0,0
BALresults/QuXzOljP.csv,Lahyani F.,USM,11,5,3,23:22,2,2,1,1,1,1,6,8,2,0,5,5,0,3,0,0,0
BALresults/QuXzOljP.csv,Slimane R.,USM,9,5,3,30:54,2,7,2,2,0,5,5,6,8,1,4,2,2,0,0,0,0
BALresults/QuXzOljP.csv,Ghayaza M.,USM,8,4,1,26:31,3,4,3,4,0,0,2,2,-1,1,3,1,1,1,0,0,0
BALresults/QuXzOljP.csv,Kambuy P.,REG,6,3,0,20:20,3,3,3,3,0,0,0,3,-17,1,2,2,0,0,0,0,0
BALresults/QuXzOljP.csv,Kamka-Chomke U.,REG,6,4,1,19:40,2,4,2,3,0,1,2,4,12,1,3,3,1,1,0,0,0
BALresults/QuXzOljP.csv,Hagumintwari S.,REG,5,1,2,12:42,2,4,1,2,1,2,0,0,11,1,0,2,1,1,0,0,0
BALresults/QuXzOljP.csv,Bouallegue A.,USM,3,1,3,17:49,1,3,0,0,1,3,0,0,12,0,1,4,1,0,0,0,0
BALresults/QuXzOljP.csv,Graham D.,REG,3,7,3,25:58,1,3,1,2,0,1,1,1,-21,2,5,4,1,5,0,0,0
BALresults/QuXzOljP.csv,Chennoufi Z.,USM,2,2,1,7:53,0,3,0,1,0,2,2,2,-1,1,1,1,0,0,0,0,0
BALresults/QuXzOljP.csv,Chouaya L.,USM,2,1,3,14:49,1,3,1,1,0,2,0,0,6,1,0,3,1,1,0,0,0
BALresults/QuXzOljP.csv,Mahemli H.,USM,0,0,1,10:36,0,2,0,0,0,2,0,0,-14,0,0,0,0,0,0,0,0
BALresults/QuXzOljP.csv,Marnaoui O.,USM,0,0,0,4:12,0,2,0,0,0,2,0,0,-4,0,0,0,0,0,0,0,0
BALresults/QuXzOljP.csv,Ndayisaba D.,REG,0,7,2,29:52,0,6,0,3,0,3,0,0,0,1,6,0,0,2,0,1,0
BALresults/QuXzOljP.csv,Nshobozwabyosenumukiza J.,REG,0,3,1,15:23,0,5,0,1,0,4,0,0,4,1,2,1,1,0,0,0,0
BALresults/rcmHps9R.csv,Saleh E. A.,ALA,21,6,3,30:51,8,15,6,8,2,7,3,6,13,0,6,3,0,1,0,0,0
BALresults/rcmHps9R.csv,Omot N.,ALA,16,3,2,31:03,4,8,4,7,0,1,8,10,-1,0,3,3,2,0,0,0,0
BALresults/rcmHps9R.csv,Amayo K.,STA,15,3,5,33:33,5,11,3,6,2,5,3,7,-7,2,1,4,2,5,0,1,0
BALresults/rcmHps9R.csv,Berthe S.,STA,14,5,4,35:22,4,17,3,9,1,8,5,6,-7,1,4,4,0,3,0,2,0
BALresults/rcmHps9R.csv,Diarra A.,STA,13,10,1,24:10,5,12,5,11,0,1,3,4,-3,5,5,5,0,2,2,1,0
BALresults/rcmHps9R.csv,Thompson M.,ALA,12,2,4,28:23,3,9,3,3,0,6,6,9,4,1,1,5,0,2,0,0,0
BALresults/rcmHps9R.csv,Fakuade M.,ALA,10,4,2,20:36,3,5,2,4,1,1,3,4,-2,2,2,3,1,2,1,0,0
BALresults/rcmHps9R.csv,Wilkins J. W.,STA,8,6,0,21:20,1,6,0,1,1,5,5,6,-3,0,6,4,0,0,0,0,0
BALresults/rcmHps9R.csv,Foster G. C.,STA,7,3,6,20:10,2,4,2,3,0,1,3,6,-4,1,2,2,0,1,0,0,0
BALresults/rcmHps9R.csv,Sissouma B.,STA,7,5,0,16:21,2,5,1,2,1,3,2,2,0,2,3,1,0,1,0,0,0
BALresults/rcmHps9R.csv,Webster C.,ALA,7,3,2,18:10,3,9,2,6,1,3,0,0,-1,0,3,4,0,4,0,1,0
BALresults/rcmHps9R.csv,Chinyelu R.,STA,5,3,0,18:09,1,4,1,4,0,0,3,4,-4,2,1,3,3,2,1,0,0
